train_loss_step,train_acc_step,train_calibration_error_step,epoch,step,val_loss,val_acc,val_calibration_error,val_chirality_violation,train_loss_epoch,train_acc_epoch,train_calibration_error_epoch,test_loss,test_acc,test_calibration_error,test_chirality_violation
0.8979588150978088,0.7400000095367432,0.2090120166540146,0,49,,,,,,,,,,,
,,,0,71,0.9641642570495605,0.6154487133026123,0.125578373670578,nan,,,,,,,
,,,0,71,,,,,1.0024102926254272,0.5736315846443176,0.14100231230258942,,,,
0.964809238910675,0.6100000143051147,0.10636197030544281,1,99,,,,,,,,,,,
,,,1,143,0.9416593313217163,0.6265629529953003,0.12319548428058624,nan,,,,,,,
,,,1,143,,,,,0.9525851607322693,0.6187829971313477,0.11719443649053574,,,,
0.9207156300544739,0.6200000047683716,0.08944681286811829,2,149,,,,,,,,,,,
0.9133016467094421,0.6200000047683716,0.10827331244945526,2,199,,,,,,,,,,,
,,,2,215,0.9260684251785278,0.6318421959877014,0.13066056370735168,nan,,,,,,,
,,,2,215,,,,,0.9356459379196167,0.6247568726539612,0.11883875727653503,,,,
0.9175494313240051,0.6299999952316284,0.164833664894104,3,249,,,,,,,,,,,
,,,3,287,0.9092795252799988,0.649208128452301,0.12685884535312653,nan,,,,,,,
,,,3,287,,,,,0.921298623085022,0.6390663981437683,0.1190827339887619,,,,
0.8501192927360535,0.7299999594688416,0.1566322296857834,4,299,,,,,,,,,,,
0.8597291111946106,0.6899999976158142,0.1196817085146904,4,349,,,,,,,,,,,
,,,4,359,0.9033191800117493,0.6460127830505371,0.10911081731319427,nan,,,,,,,
,,,4,359,,,,,0.9048107862472534,0.6474020481109619,0.12294836342334747,,,,
0.9021615386009216,0.6299999952316284,0.1328081488609314,5,399,,,,,,,,,,,
,,,5,431,0.8935438394546509,0.6508752703666687,0.11313389241695404,nan,,,,,,,
,,,5,431,,,,,0.8899756073951721,0.6639344096183777,0.1294519007205963,,,,
0.844277560710907,0.6800000071525574,0.13297295570373535,6,449,,,,,,,,,,,
0.8913308382034302,0.6499999761581421,0.13222205638885498,6,499,,,,,,,,,,,
,,,6,503,0.867748498916626,0.6821339130401611,0.1320948600769043,nan,,,,,,,
,,,6,503,,,,,0.8790770173072815,0.6700472235679626,0.1373497098684311,,,,
0.8098998069763184,0.7599999904632568,0.1719849705696106,7,549,,,,,,,,,,,
,,,7,575,0.8595981001853943,0.6750486493110657,0.13052229583263397,nan,,,,,,,
,,,7,575,,,,,0.8672787547111511,0.6864407062530518,0.12909959256649017,,,,
0.8406350612640381,0.7699999809265137,0.18071694672107697,8,599,,,,,,,,,,,
,,,8,647,0.836652934551239,0.7782717347145081,0.22527877986431122,nan,,,,,,,
,,,8,647,,,,,0.8498576283454895,0.710058331489563,0.14738546311855316,,,,
0.8115695118904114,0.7599999904632568,0.15961942076683044,9,649,,,,,,,,,,,
0.7626153230667114,0.7699999809265137,0.16197606921195984,9,699,,,,,,,,,,,
,,,9,719,0.757697582244873,0.812031090259552,0.19184236228466034,0.5200115442276001,,,,,,,
,,,9,719,,,,,0.8103470802307129,0.7611836791038513,0.17226256430149078,,,,
0.721868634223938,0.8199999928474426,0.1912076771259308,10,749,,,,,,,,,,,
,,,10,791,0.6811364889144897,0.8613503575325012,0.22901371121406555,0.6366468667984009,,,,,,,
,,,10,791,,,,,0.7180131077766418,0.8280077576637268,0.1969703882932663,,,,
0.6569140553474426,0.8700000047683716,0.20801040530204773,11,799,,,,,,,,,,,
0.6166709065437317,0.9099999666213989,0.204222172498703,11,849,,,,,,,,,,,
,,,11,863,0.6429917812347412,0.874965250492096,0.1979394406080246,-0.4953974187374115,,,,,,,
,,,11,863,,,,,0.663060188293457,0.8566268682479858,0.18947617709636688,,,,
0.6163580417633057,0.8499999642372131,0.19840744137763977,12,899,,,,,,,,,,,
,,,12,935,0.6560531854629517,0.8510697484016418,0.1819213330745697,2.025089979171753,,,,,,,
,,,12,935,,,,,0.6391056180000305,0.8696860074996948,0.18159036338329315,,,,
0.6136882901191711,0.9099999666213989,0.20727795362472534,13,949,,,,,,,,,,,
0.6114877462387085,0.9300000071525574,0.2021704912185669,13,999,,,,,,,,,,,
,,,13,1007,0.610758900642395,0.8949708342552185,0.1611107438802719,0.002257473999634385,,,,,,,
,,,13,1007,,,,,0.6200433373451233,0.8905251622200012,0.18381726741790771,,,,
0.5978794097900391,0.9099999666213989,0.19668656587600708,14,1049,,,,,,,,,,,
,,,14,1079,0.6339847445487976,0.8582939505577087,0.12668560445308685,0.6999533176422119,,,,,,,
,,,14,1079,,,,,0.6098090410232544,0.9021950364112854,0.18965022265911102,,,,
0.6223984956741333,0.8999999761581421,0.18464091420173645,15,1099,,,,,,,,,,,
0.5863710641860962,0.9300000071525574,0.19403499364852905,15,1149,,,,,,,,,,,
,,,15,1151,0.5926747918128967,0.9301194548606873,0.21401427686214447,0.018119938671588898,,,,,,,
,,,15,1151,,,,,0.6005927920341492,0.9112253189086914,0.1894974708557129,,,,
0.6234308481216431,0.85999995470047,0.15203678607940674,16,1199,,,,,,,,,,,
,,,16,1223,0.5882012844085693,0.9292858839035034,0.20083346962928772,-0.45035701990127563,,,,,,,
,,,16,1223,,,,,0.5954481959342957,0.916643500328064,0.1921893060207367,,,,
0.5853450894355774,0.9699999690055847,0.22765681147575378,17,1249,,,,,,,,,,,
,,,17,1295,0.5807823538780212,0.9372047781944275,0.20604607462882996,0.10888966172933578,,,,,,,
,,,17,1295,,,,,0.5890090465545654,0.9309530258178711,0.20093092322349548,,,,
0.6144523620605469,0.9699999690055847,0.22675776481628418,18,1299,,,,,,,,,,,
0.5661916136741638,0.949999988079071,0.1989329606294632,18,1349,,,,,,,,,,,
,,,18,1367,0.5888169407844543,0.9294248223304749,0.19709107279777527,-1.292323112487793,,,,,,,
,,,18,1367,,,,,0.5854257941246033,0.9308140873908997,0.19577054679393768,,,,
0.5813671946525574,0.9300000071525574,0.2029576599597931,19,1399,,,,,,,,,,,
,,,19,1439,0.5734293460845947,0.9540150165557861,0.21044087409973145,1.0791802406311035,,,,,,,
,,,19,1439,,,,,0.5811815857887268,0.9313698410987854,0.1948992758989334,,,,
0.5715402960777283,0.9799999594688416,0.22821034491062164,20,1449,,,,,,,,,,,
0.5637152194976807,0.9300000071525574,0.1999937742948532,20,1499,,,,,,,,,,,
,,,20,1511,0.5687928199768066,0.9567935466766357,0.20602914690971375,0.16614028811454773,,,,,,,
,,,20,1511,,,,,0.5770734548568726,0.9405390620231628,0.20165593922138214,,,,
0.5910419821739197,0.949999988079071,0.22284692525863647,21,1549,,,,,,,,,,,
,,,21,1583,0.5729915499687195,0.9358155131340027,0.1805884838104248,0.6594064235687256,,,,,,,
,,,21,1583,,,,,0.5757847428321838,0.9363712072372437,0.1962476372718811,,,,
0.6008226871490479,0.9599999785423279,0.22307725250720978,22,1599,,,,,,,,,,,
0.5658158659934998,0.9599999785423279,0.20896214246749878,22,1649,,,,,,,,,,,
,,,22,1655,0.5660660862922668,0.9552653431892395,0.20220687985420227,-0.32464614510536194,,,,,,,
,,,22,1655,,,,,0.5726807713508606,0.9415115118026733,0.20007407665252686,,,,
0.5690412521362305,0.9199999570846558,0.18327057361602783,23,1699,,,,,,,,,,,
,,,23,1727,0.5723556280136108,0.9269241690635681,0.19863037765026093,-0.000974224298261106,,,,,,,
,,,23,1727,,,,,0.5708468556404114,0.9413726329803467,0.1995554119348526,,,,
0.5938035845756531,0.9699999690055847,0.23914678394794464,24,1749,,,,,,,,,,,
0.6125915050506592,0.9285714030265808,0.21621055901050568,24,1799,,,,,,,,,,,
,,,24,1799,0.565139651298523,0.9448457956314087,0.19115203619003296,-0.02247525006532669,,,,,,,
,,,24,1799,,,,,0.5682392120361328,0.9460961222648621,0.20361116528511047,,,,
0.5827344655990601,0.9099999666213989,0.19098739326000214,25,1849,,,,,,,,,,,
,,,25,1871,0.5669704675674438,0.9290080666542053,0.1764134168624878,0.9445908069610596,,,,,,,
,,,25,1871,,,,,0.5657587647438049,0.9447068572044373,0.2015855759382248,,,,
0.551340639591217,0.949999988079071,0.1749291718006134,26,1899,,,,,,,,,,,
,,,26,1943,0.5597396492958069,0.9636009931564331,0.22042147815227509,-0.24461708962917328,,,,,,,
,,,26,1943,,,,,0.5647096037864685,0.9459571838378906,0.198801651597023,,,,
0.5398876070976257,0.9799999594688416,0.20198345184326172,27,1949,,,,,,,,,,,
0.5415855050086975,0.9699999690055847,0.20166628062725067,27,1999,,,,,,,,,,,
,,,27,2015,0.5610679984092712,0.9523478746414185,0.2154850959777832,1.2576594352722168,,,,,,,
,,,27,2015,,,,,0.562242865562439,0.9534593224525452,0.20725388824939728,,,,
0.6193775534629822,0.9300000071525574,0.21438683569431305,28,2049,,,,,,,,,,,
,,,28,2087,0.5809605121612549,0.8945540189743042,0.1447225958108902,-0.611810564994812,,,,,,,
,,,28,2087,,,,,0.5612167716026306,0.9494304060935974,0.20402739942073822,,,,
0.5937799215316772,0.949999988079071,0.23511485755443573,29,2099,,,,,,,,,,,
0.5588600635528564,0.9300000071525574,0.2030518352985382,29,2149,,,,,,,,,,,
,,,29,2159,0.5545991659164429,0.9604056477546692,0.21289558708667755,0.40732502937316895,,,,,,,
,,,29,2159,,,,,0.5609561204910278,0.9470686316490173,0.19938011467456818,,,,
0.5852770805358887,0.9599999785423279,0.23984180390834808,30,2199,,,,,,,,,,,
,,,30,2231,0.5603598952293396,0.92803555727005,0.19324961304664612,0.2851918935775757,,,,,,,
,,,30,2231,,,,,0.5599786043167114,0.9479022026062012,0.20067204535007477,,,,
0.5168939232826233,0.9599999785423279,0.18253669142723083,31,2249,,,,,,,,,,,
0.5650314688682556,0.9799999594688416,0.2167874276638031,31,2299,,,,,,,,,,,
,,,31,2303,0.5544894337654114,0.9547096490859985,0.20248320698738098,-0.3411751389503479,,,,,,,
,,,31,2303,,,,,0.5577699542045593,0.9515143036842346,0.20273709297180176,,,,
0.5269330739974976,0.9399999976158142,0.16337163746356964,32,2349,,,,,,,,,,,
,,,32,2375,0.5550438165664673,0.9491525292396545,0.20854128897190094,0.398001492023468,,,,,,,
,,,32,2375,,,,,0.5587611198425293,0.9444289803504944,0.1975400298833847,,,,
0.5849958062171936,0.8499999642372131,0.16183888912200928,33,2399,,,,,,,,,,,
,,,33,2447,0.5507299900054932,0.9665184617042542,0.2226923257112503,0.13822272419929504,,,,,,,
,,,33,2447,,,,,0.5571328997612,0.9476243257522583,0.2012670636177063,,,,
0.5499364137649536,0.9599999785423279,0.20904117822647095,34,2449,,,,,,,,,,,
0.5742228031158447,0.949999988079071,0.21042992174625397,34,2499,,,,,,,,,,,
,,,34,2519,0.5540741682052612,0.9459571838378906,0.2028093934059143,-0.5433355569839478,,,,,,,
,,,34,2519,,,,,0.5546537041664124,0.9519311189651489,0.2034934163093567,,,,
0.5839910507202148,0.9799999594688416,0.23855488002300262,35,2549,,,,,,,,,,,
,,,35,2591,0.5569903254508972,0.9348430037498474,0.1911880075931549,1.4210606813430786,,,,,,,
,,,35,2591,,,,,0.5536783337593079,0.9515143036842346,0.2014792263507843,,,,
0.5411376357078552,0.9599999785423279,0.20308411121368408,36,2599,,,,,,,,,,,
0.5894805192947388,0.9099999666213989,0.1651705503463745,36,2649,,,,,,,,,,,
,,,36,2663,0.5515130758285522,0.9490135908126831,0.18929098546504974,-0.17492501437664032,,,,,,,
,,,36,2663,,,,,0.5541340708732605,0.9480411410331726,0.20004968345165253,,,,
0.5721621513366699,0.9699999690055847,0.22327300906181335,37,2699,,,,,,,,,,,
,,,37,2735,0.5460376143455505,0.976382315158844,0.22133634984493256,0.08418107032775879,,,,,,,
,,,37,2735,,,,,0.5526426434516907,0.9533203840255737,0.201944038271904,,,,
0.5522321462631226,0.8999999761581421,0.17016398906707764,38,2749,,,,,,,,,,,
0.5873388051986694,0.9300000071525574,0.22254981100559235,38,2799,,,,,,,,,,,
,,,38,2807,0.5458002686500549,0.9749930500984192,0.22522296011447906,0.4844003915786743,,,,,,,
,,,38,2807,,,,,0.5521956086158752,0.9504029154777527,0.2009524703025818,,,,
0.5389769077301025,0.9699999690055847,0.2045632153749466,39,2849,,,,,,,,,,,
,,,39,2879,0.5453746318817139,0.9790219664573669,0.23226088285446167,0.6250858306884766,,,,,,,
,,,39,2879,,,,,0.5509567260742188,0.9499861001968384,0.20164065062999725,,,,
0.5295286178588867,0.9599999785423279,0.20367594063282013,40,2899,,,,,,,,,,,
0.49521392583847046,0.9799999594688416,0.19451619684696198,40,2949,,,,,,,,,,,
,,,40,2951,0.5455753803253174,0.9715198874473572,0.2144731879234314,-0.23135414719581604,,,,,,,
,,,40,2951,,,,,0.5512737035751343,0.948735773563385,0.1991848200559616,,,,
0.5422901511192322,0.9599999785423279,0.19523876905441284,41,2999,,,,,,,,,,,
,,,41,3023,0.5471261143684387,0.9556821584701538,0.19569820165634155,-0.12597794830799103,,,,,,,
,,,41,3023,,,,,0.5502901673316956,0.9549875259399414,0.20408008992671967,,,,
0.5885310769081116,0.9199999570846558,0.18905913829803467,42,3049,,,,,,,,,,,
,,,42,3095,0.5536818504333496,0.934148371219635,0.18881608545780182,1.706173300743103,,,,,,,
,,,42,3095,,,,,0.549798309803009,0.9535982012748718,0.2039640247821808,,,,
0.5630717277526855,0.949999988079071,0.2049582451581955,43,3099,,,,,,,,,,,
0.5403638482093811,0.9699999690055847,0.22600878775119781,43,3149,,,,,,,,,,,
,,,43,3167,0.5431649088859558,0.9752709269523621,0.21748417615890503,0.1296767145395279,,,,,,,
,,,43,3167,,,,,0.5494118928909302,0.949291467666626,0.20074085891246796,,,,
0.5833970308303833,0.9199999570846558,0.18106065690517426,44,3199,,,,,,,,,,,
,,,44,3239,0.5462954640388489,0.9567935466766357,0.20900951325893402,1.5616146326065063,,,,,,,
,,,44,3239,,,,,0.5495773553848267,0.9479022026062012,0.19921447336673737,,,,
0.5592239499092102,0.9699999690055847,0.21895739436149597,45,3249,,,,,,,,,,,
0.5546613335609436,0.9599999785423279,0.19255274534225464,45,3299,,,,,,,,,,,
,,,45,3311,0.5422406792640686,0.9761044979095459,0.22506673634052277,0.10138819366693497,,,,,,,
,,,45,3311,,,,,0.5486887693405151,0.9491525292396545,0.1988525390625,,,,
0.5375022888183594,1.0,0.24796320497989655,46,3349,,,,,,,,,,,
,,,46,3383,0.542435348033905,0.9684634804725647,0.2089754045009613,0.5863587856292725,,,,,,,
,,,46,3383,,,,,0.5478689670562744,0.9477632641792297,0.2002798169851303,,,,
0.5664387941360474,1.0,0.261445552110672,47,3399,,,,,,,,,,,
0.5435812473297119,0.949999988079071,0.1816214621067047,47,3449,,,,,,,,,,,
,,,47,3455,0.541578471660614,0.9790219664573669,0.22468604147434235,0.6484626531600952,,,,,,,
,,,47,3455,,,,,0.5475018620491028,0.9512364268302917,0.20280297100543976,,,,
0.5368884801864624,0.9599999785423279,0.1970442533493042,48,3499,,,,,,,,,,,
,,,48,3527,0.5455782413482666,0.9524868130683899,0.20742833614349365,0.9090154767036438,,,,,,,
,,,48,3527,,,,,0.54762202501297,0.9494304060935974,0.19943960011005402,,,,
0.5225990414619446,0.9399999976158142,0.20359545946121216,49,3549,,,,,,,,,,,
0.5377597808837891,0.9795918464660645,0.21864278614521027,49,3599,,,,,,,,,,,
,,,49,3599,0.5419116616249084,0.9716587662696838,0.21754634380340576,-0.03924475237727165,,,,,,,
,,,49,3599,,,,,0.5468823313713074,0.95484858751297,0.20411261916160583,,,,
0.5440369844436646,0.9799999594688416,0.2207406908273697,50,3649,,,,,,,,,,,
,,,50,3671,0.5430084466934204,0.9629063606262207,0.2138497680425644,1.1635018587112427,,,,,,,
,,,50,3671,,,,,0.547451913356781,0.949291467666626,0.20014196634292603,,,,
0.5512380599975586,0.9300000071525574,0.1939205676317215,51,3699,,,,,,,,,,,
,,,51,3743,0.5409696698188782,0.9738816618919373,0.22149351239204407,0.586738646030426,,,,,,,
,,,51,3743,,,,,0.5477375984191895,0.9440122246742249,0.1975623220205307,,,,
0.5053756833076477,1.0,0.21990883350372314,52,3749,,,,,,,,,,,
0.5329965353012085,0.9799999594688416,0.2200319766998291,52,3799,,,,,,,,,,,
,,,52,3815,0.544241189956665,0.95721036195755,0.20566923916339874,-0.5921111106872559,,,,,,,
,,,52,3815,,,,,0.5462620854377747,0.9513753652572632,0.20123565196990967,,,,
0.5603712797164917,0.9599999785423279,0.22109247744083405,53,3849,,,,,,,,,,,
,,,53,3887,0.5395755171775818,0.9791609048843384,0.2255755364894867,0.4522339701652527,,,,,,,
,,,53,3887,,,,,0.5463063716888428,0.9490135908126831,0.20125733315944672,,,,
0.5375243425369263,0.9599999785423279,0.20329870283603668,54,3899,,,,,,,,,,,
0.5793321132659912,0.9599999785423279,0.21877598762512207,54,3949,,,,,,,,,,,
,,,54,3959,0.5409879088401794,0.9680466651916504,0.21361985802650452,0.26252853870391846,,,,,,,
,,,54,3959,,,,,0.5470305681228638,0.9505417943000793,0.20083509385585785,,,,
0.5959182977676392,0.949999988079071,0.227861687541008,55,3999,,,,,,,,,,,
,,,55,4031,0.5407022833824158,0.970269501209259,0.2153315395116806,-0.2067723423242569,,,,,,,
,,,55,4031,,,,,0.5453732013702393,0.9513753652572632,0.20248836278915405,,,,
0.5911830067634583,0.9599999785423279,0.2417360097169876,56,4049,,,,,,,,,,,
0.5475425124168396,0.9399999976158142,0.17432090640068054,56,4099,,,,,,,,,,,
,,,56,4103,0.5404081344604492,0.9724923372268677,0.21579954028129578,-0.18428634107112885,,,,,,,
,,,56,4103,,,,,0.5461564660072327,0.9483189582824707,0.19904489815235138,,,,
0.5521839261054993,0.9599999785423279,0.21624921262264252,57,4149,,,,,,,,,,,
,,,57,4175,0.5416629314422607,0.9604056477546692,0.20266377925872803,1.0308352708816528,,,,,,,
,,,57,4175,,,,,0.5456362366676331,0.9513753652572632,0.20267526805400848,,,,
0.5182442665100098,0.9799999594688416,0.208567813038826,58,4199,,,,,,,,,,,
,,,58,4247,0.540793776512146,0.9654070734977722,0.21506649255752563,1.0045219659805298,,,,,,,
,,,58,4247,,,,,0.5447990298271179,0.95484858751297,0.20482796430587769,,,,
0.509861409664154,0.9399999976158142,0.18105468153953552,59,4249,,,,,,,,,,,
0.5698866248130798,0.8899999856948853,0.22144298255443573,59,4299,,,,,,,,,,,
,,,59,4319,0.5388120412826538,0.9777715802192688,0.21977321803569794,0.17574746906757355,,,,,,,
,,,59,4319,,,,,0.544101893901825,0.95484858751297,0.2063552886247635,,,,
,,,60,4320,,,,,,,,0.5388120412826538,0.9777715802192688,0.21977321803569794,0.17574746906757355
